model_name,timestamp,mae,p50,p95,relative_improvement,data_source
naive_eta_baseline,2026-07-06T10:53:21.518762+00:00,330.1509513801537,191.68965832690105,1107.0247535175881,0.0,"real March 2016 TLC data (11977520 rows after any subsampling) -- TLC republished this file using PULocationID/DOLocationID instead of raw coordinates, so pickup/dropoff lat/lon here are ZONE-CENTROID-DERIVED (via TLC's official taxi_zones.zip shapefile reprojected from EPSG:2263 to WGS84), not raw GPS points. Trips with pickup and dropoff in the same zone collapse to distance == 0 and are dropped by clean_trips' valid_distance filter -- expected, not a bug."
